,1,2,3
dc14b7c4-f2a3-5891-b5f5-2ea836230969,3254,2870,94
eb79161a-840d-55d9-8400-118b53423582,3254,2870,98
9ba680cc-eafe-595b-91de-29f2a7ee2419,3254,2870,98
0c21c30b-a8d1-50d7-b23b-0ca90da536a4,3254,2870,153
622a2415-dca3-544f-8520-dbb57111481d,3254,2870,98
6b77d956-25ba-5a03-8420-9dc817328352,3254,2870,98
cd7f5c47-4c0f-58c8-b17c-a46986b0e301,3254,2870,98
fc2b6d30-da67-517f-8f0c-bcd56f94006a,3254,2870,98
0caf5362-85c8-532a-8313-ae8eb3f32805,3254,2870,98
07833906-a417-5639-afde-9a3e1bb1a808,3254,2870,98
119bd4ab-a17d-549a-a2a0-2b2e3a81290c,3254,2870,98
288a5d62-fcdf-5238-89fc-4185b2db6741,3254,2870,98
1fe233a8-a7d5-5b0c-82d3-9b7faa5231d5,3254,2870,94
970b6492-de21-51db-8087-963c06a586c9,3254,2870,94
028e1b98-68ab-5605-a1e3-2f50d5ad6a7e,3254,2870,98
df8b8add-d20e-5e2e-b308-4f03fd646724,3254,2870,98
c60df037-2d98-5480-b52c-84809a49beab,3254,2870,94
000c3b0c-41bf-51a7-b835-9f761c671996,2870,3254,153
b6c4650b-a877-5771-bff5-74fe3c913710,3254,2870,98
025d8810-22dd-5b52-b6c7-229d4f8b2e77,3254,2870,153
95c44497-7a52-54b6-bc78-c3d0a29c5bf1,3254,2870,98
6f593790-5f21-5dfb-883a-b8a6d3a021e6,3254,2870,153
83a73bd4-a23a-5e26-bb1a-bb44b00c6e30,3254,2870,98
213463d3-e77a-5d60-8356-62a35448cfe6,3254,2870,827
9abfa5b3-0dbe-5ca1-bf90-2cac983c16fa,3254,2870,98
1d288ca3-e55f-5189-afba-27ba306e1156,3254,2870,98
adeac7a6-0191-5c31-a919-bf67ab1616c4,3254,2870,98
1c0e78e2-5264-5132-aca8-fa927e9c3b5f,3254,2870,98
e5001f57-e7a8-55a3-8566-42a6b2bb082e,3254,2870,98
06348e40-2dd5-527d-804d-43c60b61e585,3254,2870,98
85198d20-7fd8-5ff3-a6bd-f131ef257c41,3254,2870,153
b75b3ea4-c279-579e-865e-8907e6b21bc0,3254,2870,153
30fb8fe9-0b6c-5efd-96a6-0c01b6a3a996,3254,2870,94
4961bb1d-e9b6-563a-926a-26e9f3690de8,3254,2870,98
789f1fcf-ad5b-5fef-a157-fb561c336883,3254,2870,153
02c96c56-aabe-5c4a-92af-26a2ccc5c1d2,3254,2870,827
f21dc51b-5e4a-50c7-b997-7ae82d5e0169,3254,2870,98
8392d787-423a-5a18-a4a1-65d7118b0663,3254,2870,98
66d8670f-1f6d-542a-9e5b-cdb6e49393b4,3254,2870,98
db531783-cebf-5873-809f-cb4ab61f6d01,3254,2870,98
bfaf9392-f349-5f2b-854a-99bec10a47b5,3254,2870,98
5210ccc8-50e1-5b3e-84dd-9c4465ff7cef,3254,2870,890
7a8df4ab-b147-5085-859a-339c2a3a9fd9,3254,2870,94
2e6dde0a-5523-5bed-ae1a-3361095d1dcd,3254,2870,153
348212e7-d8c8-50f1-93ac-4891f21e2846,3254,2870,94
2ec2fbfe-13b1-59db-94e9-c5ef2fc8a6c6,3254,2870,98
93079ae2-33cb-5905-8dbd-a605eda49f06,3254,2870,98
e26f7c5f-b04b-56e5-bee8-1119c2fd100e,3254,2870,153
d6e71473-bd50-5fd4-81c0-14a609ee477d,3254,2870,98
78581f7d-c37c-5c2e-8fb6-d8275a60ad36,3254,2870,94
6851946e-5ac9-5525-8eb5-7876d41b7a06,3254,2870,167
f94e2157-d07b-598c-a415-b5c628972272,3254,2870,98
4a597498-e079-5ba6-9a04-782d1b114a25,3254,2870,153
65df75c1-532e-588c-aae0-1e3a9db0888d,3254,2870,153
4b65b267-627e-5448-a7a3-666493c43c01,3254,2870,98
f531cf8d-d7e6-5912-ba61-4ecd27ba9d1b,3254,2870,98
0e72ee0e-c7f5-52aa-8954-6ff186c927d8,3254,2870,98
30f2c792-9646-5484-ad77-79afe991fb1f,3254,2870,153
5f0ea8f2-6692-5c7b-bcfe-ac2887e4b51c,2870,3254,1025
ba9048fb-f148-5697-bffc-f5ed9d96c85e,3254,2870,98
72cd7323-6c71-5765-bb41-1554d4c0ce62,3254,2870,827
7d62a994-aadb-53f7-ab49-4c642f6b6268,3254,2870,98
a7e48d68-d42b-5cf5-8c45-dcaed054ded7,3254,2870,98
4aea16cd-23e7-5f5a-86b9-c63ca4668e2b,3254,2870,98
cf260237-9b8b-5d9d-981d-a3ae097d155c,3254,2870,94
ae3a0147-d66c-5105-a895-e3455775f7cd,3254,2870,153
f4780cf5-3f6a-5c3e-9763-73b11e69693f,3254,2870,153
0132a4fc-24e8-559f-b03e-6b6e494ce4ae,3254,2870,98
9c6cbf2e-8ab2-5bd9-bca0-86e4046f8356,3254,2870,153
3b70c0a2-dbc3-5dcc-9631-2df0e88c02c4,3254,2870,98
1932e563-659c-5db0-ba8a-df612b5dbc83,3254,2870,98
e19774c6-2d38-5c0b-a577-41b7bd659a3e,3254,2870,827
20b42498-22e4-5222-b1ac-fc5a6f2f8c1c,3254,2870,98
47106b5a-f778-517b-bc93-43b02d2fcef9,3254,2870,890
fbf08fea-1d53-53b8-a083-789b17c4815e,3254,2870,153
0def2c37-81fd-58ad-b724-5be9294d0c3e,3254,2870,98
10e20799-e34d-5767-a488-6959c6959133,2870,3254,159
44841dbd-3f3c-5c3f-a19b-a7168a96a22b,3254,2870,94
6c99aa0d-0c9e-5820-b305-d26604cbf34e,3254,2870,98
d064167b-4738-5e19-8dac-d2b2c14186f4,3254,2870,827
4d63c3c7-eee3-5c80-8df8-130f3a9406db,3254,2870,98
34ec8aff-87fe-501e-a122-e6dbc6cfbf54,3254,2870,98
2d306c1b-15ae-513a-bc38-a979acb75efd,3254,2870,98
57cbc551-048c-500c-8bef-3a5e89f80e84,3254,2870,98
e803c46e-1619-534a-a366-49c7ca0ac841,3254,2870,98
5fa89abb-abfe-58ce-a4f0-3f7a109f2e55,3254,2870,98
110c81ff-ecd3-5dd6-ac44-1980581263ab,3254,2870,98
215c84ec-5803-5354-b3da-86099de079dd,3254,2870,98
9dd55234-e166-5b87-befe-9b61d90c2628,3254,2870,98
fee5934c-eb8b-5a27-b9ca-56e4547c2161,3254,2870,98
31e1bfec-d94b-59ee-89de-034a6d62f953,3254,2870,94
1bf9aaf9-2896-559d-8a9d-c2469c023a2f,3254,2870,98
87e8c99b-afd2-530c-a5db-5d3dca5bd37e,3254,2870,98
e3d87acb-c5d5-598e-a811-883feb6fce34,3254,2870,827
b1e55439-17d8-59c6-ae73-7fb7c8904339,3254,2870,98
90908911-5c54-59f0-a0e9-2bb6badf7676,3254,2870,94
b28c90ec-ff59-5300-ba92-aa2bb8826c1e,3254,2870,890
418b1106-d566-581d-8141-3d0b8f213ed3,2870,3254,159
af929c0f-98b8-56b2-a10c-bde10afc9c4b,3254,2870,98
dd068fb6-385e-5eb5-96b8-fea45ffd1801,3254,2870,98
89b2f92e-f962-5f9f-8263-6856e526443d,3254,2870,98
f63e58f3-473e-5f1e-92b4-57cb9bb8e3d1,3254,2870,827
fd76634f-66f4-5f77-83d2-f98719de6bb9,3254,2870,98
22314e18-8776-5b26-a6c0-b580cbdd13d5,3254,2870,153
2cde46b3-cb45-5544-b313-0b83d465f7f0,3254,2870,98
e1013e67-6d94-593e-ba59-44a8fe4f74b2,3254,2870,153
15f97e9f-9a29-5170-aa36-de9395918578,3254,2870,827
c6aa6290-7420-543e-9390-923b9b509bc3,3254,2870,98
df4606f9-30f0-56ae-8fcc-923875098182,3254,2870,98
44d770a6-15b4-5822-b4ba-3a2434a61bab,3254,2870,98
9d6e1d0c-7b53-5e2d-9c24-eaeb5f4e1a25,3254,2870,98
85cb1585-5a0d-51d0-b117-ed59d7068927,3254,2870,98
b24f5dfc-152b-560f-9f73-af6cdb1931ee,153,3254,2870
070f790b-b701-525e-8c97-e9ea54bad87b,3254,2870,94
8664722e-42b9-5fae-b34f-2e367b98748e,2870,3254,1811
93abde51-0618-547d-bec1-fd4986fa2030,3254,2870,98
b2f25bda-65fa-5ad3-b909-8a32ba32d678,3254,2870,98
aaccd271-6635-5000-bb99-003710d4c64c,3254,2870,1811
9dc1e9c2-3e24-5d03-b616-99d405606409,3254,2870,94
66487d21-d812-51ef-95fa-ef29dbed22e4,3254,2870,98
e5b4f760-6a5b-5ef2-8052-6d5537a227f7,3254,2870,98
58436e4a-c2fb-5165-9ff2-52bcde5a4759,3254,2870,98
a5ced53d-c3fc-5265-bff2-779a84b38316,3254,2870,98
1b78a5d0-e606-5a63-98eb-9dd33e80495e,2870,3254,159
8fde60d1-e6bc-50e3-95df-fcac5be40ee7,3254,2870,94
a67d1663-80d9-5e35-9ef8-8e2510679a68,3254,2870,153
12f50a75-340c-51a6-acec-5069b8d521db,3254,2870,153
8ea9497a-3cc0-5fa1-95c1-b96b3307e1b1,3254,2870,153
3f988317-3504-5200-a223-d9f3d447a7e5,3254,2870,94
8f7131ab-4ed7-5dc5-bda3-ee5466d80941,3254,2870,153
680607e1-53cb-52c9-844d-9eda1b80d558,3254,2870,94
dc46326c-2b23-5adb-aeed-17fb7f5aa0de,3254,2870,153
bc7432c5-8ef0-55d5-a71a-a5a314f60439,153,3254,2870
c2091933-f634-53e3-9d2c-bb028ff72359,3254,2870,159
97409fd0-ff75-5373-9652-cbb55eefedd0,3254,2870,827
210f927a-30fa-5e9b-8a1e-d7ff7db2ca5c,3254,2870,98
4065c6df-0cb3-5356-ac3c-960cfeb77982,3254,827,2969
d6f6fe47-07fa-5aa1-a34b-94f4ceaeaec0,3254,2870,98
cf96107e-79e5-526d-9251-1c4e5c5a8d13,3254,2870,98
