,1,2,3
1277,109,827,1797
1278,1797,181,3486
1279,3025,2752,2315
1280,827,3475,3253
1281,827,3475,1435
1282,3025,2752,2315
1283,1797,3483,186
1284,827,3475,3472
1285,3483,3253,827
1286,1797,109,3486
1287,827,109,3475
1288,827,3475,1400
1289,1797,827,109
1290,3025,3472,109
1291,3025,2752,2315
1292,3483,3253,827
1293,3483,827,3253
1294,3483,3253,827
1295,3025,2752,2315
1296,3025,2752,2315
1297,3483,1797,3168
1298,3025,3472,2752
1299,3025,3472,2752
1300,181,1797,2752
1301,1797,3483,827
1302,3472,3025,1435
1303,1797,109,2752
1304,827,3475,3472
1305,827,3475,3253
1306,1435,3472,3475
1307,827,109,3475
1308,3472,3025,1435
1309,109,1797,2752
1310,3475,827,1435
1311,827,3475,1400
1312,1797,109,3483
1313,109,1797,2752
1314,3472,1435,3025
1315,3483,1797,3253
1316,3483,827,1797
1317,3483,3253,827
1318,827,3475,3483
1319,3472,827,3475
1320,109,2752,3025
1321,827,1797,109
1322,3025,109,827
1323,3483,3253,3168
1324,827,109,1797
1325,1797,109,3486
1326,827,3475,3253
1327,3025,3472,2752
1328,827,3475,3483
1329,3472,827,3475
1330,3025,109,3472
1331,3025,2752,2315
1332,827,3475,3253
1333,3483,3253,1797
1334,109,1797,2752
1335,3025,2752,2315
1336,3025,3472,2752
1337,827,3475,3472
1338,3483,3253,827
